rc_weight,u_in_loss,v_noslip_weight,u_noslip_loss,v_in_loss,_step,rc_loss,v_out_weight,v_in_weight,v_error,_runtime,u_out_weight,u_out_loss,u_noslip_weight,ru_weight,v_noslip_loss,u_error,v_out_loss,u_in_weight,ru_loss,rv_loss,U_error,rv_weight,_timestamp
1.331044316291809,1.0962446928024292,1.9798303842544556,0.1512245535850525,0.15000976622104645,0,0.6471900939941406,5.1132917404174805,1.8173985481262207,2.619641065597534,13.427643,1.5194065570831299,0.25963348150253296,2.0771865844726562,0.9248287677764893,0.17218364775180817,0.9396777749061584,0.026340996846556664,1.154283046722412,15.02574348449707,13.843381881713867,0.7058224081993103,0.9258036017417908,1734686410.969522
1.331044316291809,0.04734981060028076,1.9798303842544556,0.032236695289611816,0.0003541060141287744,100,0.012895513325929642,5.1132917404174805,1.8173985481262207,1.057594656944275,16.478801,1.5194065570831299,0.0003926600038539618,2.0771865844726562,0.9248287677764893,0.0013692846987396479,0.8077789545059204,0.0002531611535232514,1.154283046722412,0.09799997508525848,0.04611176997423172,0.8027587532997131,0.9258036017417908,1734686415.613098
1.331044316291809,0.01112037617713213,1.9798303842544556,0.012033152393996716,0.00011185328912688419,200,0.01604621484875679,5.1132917404174805,1.8173985481262207,1.0268806219100952,19.26711,1.5194065570831299,0.00018679368076846004,2.0771865844726562,0.9248287677764893,0.000595611403696239,0.8631061911582947,8.574003004468977e-05,1.154283046722412,0.058157578110694885,0.022013649344444275,0.8590731620788574,0.9258036017417908,1734686418.6640651
1.331044316291809,0.005654124077409506,1.9798303842544556,0.007014209870249033,0.00016973780293483287,300,0.01805415377020836,5.1132917404174805,1.8173985481262207,1.014304518699646,22.089565,1.5194065570831299,0.00011010455637006089,2.0771865844726562,0.9248287677764893,0.00039604041376151145,0.9029810428619385,3.759666287805885e-05,1.154283046722412,0.032469674944877625,0.011605984531342983,0.8983039259910583,0.9258036017417908,1734686421.4526982
1.331044316291809,0.003412776393815875,1.9798303842544556,0.00537011818960309,0.00021770990861114115,400,0.01486431248486042,5.1132917404174805,1.8173985481262207,1.010520100593567,25.071504,1.5194065570831299,6.666557601420209e-05,2.0771865844726562,0.9248287677764893,0.0003803215513471514,0.9309177994728088,2.0885292542516254e-05,1.154283046722412,0.021805282682180405,0.007413933984935284,0.9242006540298462,0.9258036017417908,1734686424.2741828
1.331044316291809,0.0023927553556859493,1.9798303842544556,0.004746248945593834,0.00018294728943146765,500,0.022718526422977448,5.1132917404174805,1.8173985481262207,1.0098893642425537,28.130552,1.5194065570831299,5.284878716338426e-05,2.0771865844726562,0.9248287677764893,0.00036016711965203285,0.9492844343185425,1.4208307220542338e-05,1.154283046722412,0.015895159915089607,0.006339979358017445,0.938974142074585,0.9258036017417908,1734686427.256203
1.331044316291809,0.0018341836985200644,1.9798303842544556,0.004131203982979059,0.00018006823665928096,600,0.023878756910562515,5.1132917404174805,1.8173985481262207,1.0039427280426025,31.228051,1.5194065570831299,4.214505315758288e-05,2.0771865844726562,0.9248287677764893,0.0003398532571736723,0.958484947681427,1.194699143525213e-05,1.154283046722412,0.012830095365643501,0.004395140800625086,0.9461764693260193,0.9258036017417908,1734686430.3149319
1.331044316291809,0.0017740102484822273,1.9798303842544556,0.003895458998158574,0.00020560508710332215,700,0.017856989055871964,5.1132917404174805,1.8173985481262207,1.001753807067871,34.389321,1.5194065570831299,3.424964234000072e-05,2.0771865844726562,0.9248287677764893,0.00035783927887678146,0.9663724899291992,1.0474589544173796e-05,1.154283046722412,0.009287606924772263,0.0039008455350995064,0.9514558911323547,0.9258036017417908,1734686433.412568
1.331044316291809,0.001398843596689403,1.9798303842544556,0.003816534299403429,0.00021983635087963194,800,0.0216672420501709,5.1132917404174805,1.8173985481262207,1.0016961097717285,37.802656999999996,1.5194065570831299,2.868463889171835e-05,2.0771865844726562,0.9248287677764893,0.0003779784601647407,0.9705514311790466,8.106103450700175e-06,1.154283046722412,0.00617554783821106,0.0031410292722284794,0.9524742960929871,0.9258036017417908,1734686436.57258
1.331044316291809,0.001435779151506722,1.9798303842544556,0.0034272216726094484,0.00017207446217071265,900,0.0222010537981987,5.1132917404174805,1.8173985481262207,1.0005906820297241,43.808055,1.5194065570831299,2.2844777049613185e-05,2.0771865844726562,0.9248287677764893,0.0003887669590767473,0.9734649658203125,5.896515176573303e-06,1.154283046722412,0.005535787902772427,0.0024955100379884243,0.9542586803436279,0.9258036017417908,1734686439.9867961
